name,artists,popularity,danceability,valence,energy,explicit,key,liveness,loudness,speechiness,tempo,cluster,cluster_name
Inalcanzable,['Enrique Iglesias'],42,0.508,0.254,0.368,0,11,0.0969,-8.907,0.033,135.91899999999998,3,Balanced
Cross The Tracks (We Better Go Back),['Maceo And The Macks'],48,0.55,0.953,0.589,0,3,0.42,-11.964,0.0328,204.383,4,Energetic
Wake up Boo!,['The Boo Radleys'],51,0.471,0.555,0.8959999999999999,0,6,0.193,-6.7010000000000005,0.105,144.838,4,Energetic
I Like Texas,['Pat Green'],31,0.51,0.657,0.639,0,9,0.0567,-7.612,0.052,151.431,4,Energetic
Pregnant Pussy,"['DJ Screw', 'UGK', 'Bun B', 'Pimp C']",32,0.807,0.588,0.598,1,1,0.391,-11.564,0.131,123.242,0,Party
Mr. Mom,['Lonestar'],31,0.514,0.703,0.7929999999999999,0,10,0.106,-4.905,0.0418,172.015,4,Energetic
Das alte Leid,['Rammstein'],36,0.644,0.644,0.8,0,4,0.0878,-7.598,0.0659,130.03,0,Party
The Chair,['George Strait'],31,0.613,0.557,0.489,0,9,0.285,-10.367,0.0231,89.89200000000002,3,Balanced
Pillars of Eternity,['DOWN'],36,0.249,0.41,0.966,0,6,0.114,-5.343999999999999,0.0926,161.549,4,Energetic
"Andante spianato et Grande polonaise brillante, Op. 22: Grande Polonaise in E-flat Major. Molto allegro","['Frédéric Chopin', 'Janusz Olejniczak', 'Tadeusz Strugala', 'The Warsaw Philharmonic National Orchestra of Poland']",38,0.347,0.15,0.153,0,3,0.149,-21.856,0.0322,108.513,2,Chill
Stairway To Heaven,"[""The O'Jays""]",30,0.415,0.366,0.38,0,0,0.659,-12.027,0.0359,114.082,3,Balanced
I've Got a Testimony,"['Rev. Clay Evans', 'The AARC Mass Choir']",31,0.46,0.5670000000000001,0.928,0,1,0.305,-11.38,0.0598,110.457,1,Workout
El Caballero,['Los Canelos De Durango'],34,0.81,0.963,0.568,0,5,0.0848,-14.622,0.0543,109.319,0,Party
Can I Get A Witness - Mono,['Marvin Gaye'],35,0.667,0.696,0.59,0,8,0.161,-6.416,0.0248,84.969,0,Party
The Twelve Days Of Christmas,['Roger Whittaker'],33,0.597,0.742,0.226,0,3,0.132,-17.652,0.0404,75.28699999999998,3,Balanced
Hamp's Hump,['Lou Donaldson'],37,0.735,0.598,0.366,0,5,0.0838,-14.939,0.0486,86.65299999999998,3,Balanced
"Kling, Glockchen",['Mannheim Steamroller'],31,0.273,0.517,0.123,0,1,0.0877,-20.18,0.0397,115.853,2,Chill
The Mistletoe Jam (Everybody Kiss Somebody),['Luther Vandross'],33,0.799,0.769,0.732,0,0,0.338,-7.131,0.0733,104.999,0,Party
El Rodeo,['Kyuss'],39,0.3229999999999999,0.312,0.777,0,7,0.121,-8.337,0.0564,154.472,4,Energetic
Summerland,['Everclear'],34,0.491,0.6,0.971,0,8,0.134,-4.88,0.0376,107.027,1,Workout
Ultra,['KMFDM'],35,0.467,0.386,0.985,0,2,0.129,-4.12,0.0592,115.905,1,Workout
Harvest Time - Instrumental,['Thomas Newman'],33,0.251,0.0696,0.0768,0,5,0.0816,-22.831,0.0353,88.59100000000002,2,Chill
Al Pasar,['Kabah'],51,0.7,0.962,0.485,0,8,0.1,-8.93,0.0357,132.215,0,Party
Pacer,['The Amps'],35,0.526,0.5489999999999999,0.598,0,1,0.157,-9.868,0.0303,114.15,3,Balanced
Vow,['Garbage'],30,0.486,0.362,0.911,0,5,0.613,-4.18,0.0443,126.393,1,Workout
Por Amor A Mi Pueblo,['Los Bukis'],36,0.799,0.7929999999999999,0.62,0,9,0.154,-12.928,0.0425,145.903,0,Party
Sixtyniner,['Boards of Canada'],38,0.509,0.178,0.431,0,5,0.122,-13.785,0.0469,178.16099999999997,4,Energetic
Simple,['Collective Soul'],35,0.583,0.524,0.919,0,9,0.313,-5.87,0.093,91.069,1,Workout
The Money Will Roll Right In,['Fang'],35,0.234,0.639,0.5529999999999999,0,4,0.225,-13.470999999999998,0.0393,141.106,4,Energetic
Revenge [Braveheart - Original Sound Track],"['James Horner', 'London Symphony Orchestra']",39,0.218,0.0384,0.165,0,9,0.398,-23.195,0.0385,128.572,2,Chill
As Wicked,['Rancid'],36,0.448,0.474,0.983,0,2,0.0468,-3.759,0.149,164.851,4,Energetic
Cuéntame,['Pedro Suárez-Vértiz'],54,0.569,0.7809999999999999,0.951,0,4,0.103,-7.522,0.0733,167.495,4,Energetic
I'm Still Dancin' With You,['Wade Hayes'],31,0.634,0.253,0.318,0,2,0.128,-10.707,0.0253,74.185,3,Balanced
Crazy for You,['Slowdive'],39,0.15,0.0362,0.537,0,4,0.31,-7.475,0.0317,101.768,1,Workout
El Zapato Mocho,['Mi Banda El Mexicano'],37,0.913,0.943,0.638,0,11,0.0871,-7.671,0.0788,125.07,0,Party
Entering Twin Falls,['Nicholas Gunn'],40,0.293,0.363,0.642,0,0,0.133,-12.68,0.0396,112.23,1,Workout
Throw Your Set In the Air,['Cypress Hill'],32,0.7759999999999999,0.485,0.731,1,9,0.318,-12.264,0.43,92.394,0,Party
You Belong to My Heart,['Jerry Vale'],39,0.417,0.341,0.211,0,8,0.111,-15.263,0.0372,97.866,3,Balanced
No Hay Pesos,['Los Cantantes'],30,0.81,0.965,0.792,0,2,0.154,-9.784,0.0429,81.535,0,Party
Wrongful Meeting,['Kim Gun Mo'],37,0.726,0.856,0.96,0,3,0.0374,-3.429,0.0459,137.914,0,Party
Kelly's Heroes,['Black Grape'],33,0.631,0.8420000000000001,0.933,1,7,0.0843,-5.152,0.0577,119.679,0,Party
History - Remastered 2016,['The Verve'],49,0.338,0.113,0.638,0,2,0.102,-7.989,0.0332,133.99,1,Workout
The Gentle Art of Making Enemies - 2016 Remaster,['Faith No More'],41,0.412,0.328,0.939,0,11,0.214,-5.573,0.168,170.13299999999995,4,Energetic
Bones,['Radiohead'],39,0.336,0.419,0.705,0,2,0.168,-8.283999999999999,0.0519,101.473,1,Workout
Can't You See - Original Version,"['Total', 'The Notorious B.I.G.']",34,0.7490000000000001,0.831,0.5720000000000001,1,8,0.364,-10.076,0.0508,86.266,0,Party
Artificial Red,['Mad Season'],35,0.599,0.501,0.349,0,9,0.0693,-8.218,0.0336,143.311,3,Balanced
Livin' On Love,['Alan Jackson'],34,0.725,0.667,0.585,0,9,0.0789,-8.777999999999999,0.0263,118.55,0,Party
Ana Le Habiby,['Fairuz'],44,0.429,0.322,0.256,0,4,0.3,-9.393,0.0393,92.507,3,Balanced
Snowplay - Instrumental,['Thomas Newman'],32,0.607,0.614,0.117,0,7,0.0794,-20.757,0.0533,143.005,3,Balanced
La Araña Pequeñita,['José-Luis Orozco'],32,0.607,0.57,0.0691,0,2,0.12,-17.891,0.383,153.232,3,Balanced
Tearjerker,['Red Hot Chili Peppers'],41,0.495,0.126,0.516,1,2,0.1669999999999999,-6.134,0.0283,78.531,1,Workout
All My Ex's Live In Texas,['George Strait'],31,0.73,0.633,0.515,0,9,0.0601,-9.586,0.0282,130.52700000000002,0,Party
Scratch,['Morphine'],38,0.507,0.518,0.611,0,2,0.397,-10.167,0.0295,81.025,3,Balanced
Como la Luna,['Banda Maguey'],36,0.905,0.977,0.772,0,9,0.0228,-7.251,0.0979,146.207,0,Party
Tuesday Moon,['Neutral Milk Hotel'],32,0.545,0.777,0.528,0,11,0.231,-10.856,0.0651,122.269,0,Party
43,['Mushroomhead'],34,0.329,0.243,0.741,1,1,0.0483,-9.787,0.152,89.969,1,Workout
Cry Stampede,['Marty Robbins'],33,0.5479999999999999,0.516,0.309,0,1,0.118,-12.994000000000002,0.0411,106.738,3,Balanced
Through These Eyes,['Social Distortion'],36,0.424,0.742,0.923,0,0,0.0546,-3.242,0.0373,94.977,1,Workout
Hey Jupiter - 2016 Remaster,['Tori Amos'],36,0.388,0.272,0.114,0,10,0.0439,-16.57,0.0507,69.82,2,Chill
Not Alone,['Patty Griffin'],34,0.55,0.15,0.0329,0,2,0.107,-16.247,0.0336,95.807,2,Chill
Cross 'Em Out And Put A 'K,['Westside Connection'],31,0.6990000000000001,0.619,0.7,1,1,0.135,-6.1160000000000005,0.192,180.225,4,Energetic
Vive,['Kabah'],50,0.596,0.233,0.996,0,5,0.313,-9.531,0.116,141.22,1,Workout
Nunca me Faltes,['Antonio Rios'],58,0.767,0.8690000000000001,0.7020000000000001,0,4,0.0633,-5.952000000000001,0.0316,104.619,0,Party
Everything I Love,['Alan Jackson'],35,0.464,0.161,0.334,0,4,0.103,-10.941,0.0257,73.104,3,Balanced
Can't Stop Lovin' You,['Van Halen'],41,0.5920000000000001,0.537,0.898,0,9,0.229,-5.194,0.0358,118.006,1,Workout
Se Fue Mi Paloma,['Los Mismos'],35,0.537,0.8759999999999999,0.726,0,9,0.346,-7.829,0.0314,184.104,4,Energetic
Pink Triangle,['Weezer'],34,0.281,0.343,0.911,0,6,0.289,-4.12,0.0773,118.373,1,Workout
Die with Me,['Type O Negative'],37,0.465,0.273,0.715,0,2,0.255,-8.367,0.0403,121.118,1,Workout
Down Low Double Life,['R. Kelly'],34,0.821,0.649,0.575,1,8,0.119,-6.109,0.0596,111.896,0,Party
"Someday - From ""The Hunchback of Notre Dame""/Soundtrack Version",['All-4-One'],36,0.22,0.106,0.174,0,6,0.0944,-20.329,0.0307,167.178,2,Chill
Como Baila,['Grupo Mania'],35,0.552,0.873,0.87,0,7,0.511,-4.266,0.13,121.503,0,Party
Just a Touch,['Keith Sweat'],34,0.813,0.905,0.626,0,0,0.0946,-8.502,0.0378,104.345,0,Party
Mi Sangre Prisionera,['Los Tigres Del Norte'],39,0.8390000000000001,0.969,0.52,0,2,0.0832,-9.232,0.0576,110.431,0,Party
Mutual Slump,['DJ Shadow'],38,0.496,0.254,0.8140000000000001,0,9,0.315,-6.291,0.0497,98.083,1,Workout
I Got Cha Opin - ' Remix,['Black Moon'],31,0.6729999999999999,0.8440000000000001,0.607,0,8,0.152,-12.032,0.11,88.04899999999998,0,Party
Wheelz of Steel,['OutKast'],34,0.894,0.469,0.597,0,7,0.0929,-7.7189999999999985,0.253,111.603,0,Party
The Fun Lovin' Criminal,"[""Fun Lovin' Criminals""]",48,0.752,0.713,0.6809999999999999,0,11,0.174,-7.397,0.0298,95.8,0,Party
A Who Seh Ne Dun (Wake De Man),['Cutty Ranks'],39,0.903,0.645,0.7170000000000001,1,5,0.128,-7.511,0.284,94.313,0,Party
Fu-Gee-La - Refugee Camp Global Mix,['Fugees'],41,0.7340000000000001,0.574,0.365,0,1,0.0501,-15.092,0.411,88.116,3,Balanced
The Jester's Dance,['In Flames'],42,0.276,0.46,0.872,0,5,0.197,-10.215,0.0394,178.82299999999995,4,Energetic
It's Raining,['Irma Thomas'],39,0.625,0.441,0.273,0,7,0.213,-12.414,0.0475,106.307,3,Balanced
Talking In His Sleep,['Toni Braxton'],37,0.855,0.4320000000000001,0.287,0,1,0.094,-7.352,0.0499,128.03,3,Balanced
When I Get Old,['Descendents'],37,0.3,0.526,0.983,0,0,0.379,-6.314,0.0835,151.658,4,Energetic
Baby Mine,['Alison Krauss'],32,0.3720000000000001,0.222,0.163,0,11,0.115,-16.881,0.0327,184.536,2,Chill
Chan chan,['Compay Segundo'],51,0.493,0.552,0.517,0,6,0.297,-7.862,0.0379,88.01100000000002,3,Balanced
Dancewitme,['Maxwell'],37,0.7120000000000001,0.698,0.616,0,11,0.039,-6.687,0.0464,98.094,0,Party
Did You Ever Think,['R. Kelly'],41,0.706,0.947,0.818,0,6,0.0774,-4.7360000000000015,0.0488,94.956,0,Party
"Amor, Engaño y Perdón",['Grupo Pegasso'],35,0.762,0.923,0.679,0,0,0.231,-6.5,0.0518,89.459,0,Party
Where Eagles Dare - Reel Platinum 1986,"['Misfits', 'Glenn Danzig']",35,0.408,0.171,0.951,0,2,0.146,-6.254,0.0511,91.411,1,Workout
Nueva Ilusión,['Grupo Pegasso'],35,0.579,0.939,0.628,0,0,0.171,-8.146,0.0338,93.3,0,Party
"Concerto for 2 Violins in A Minor, RV 523: I. Allegro molto","['Antonio Vivaldi', ""L'Arte dell' Arco""]",43,0.463,0.342,0.201,0,2,0.123,-17.276,0.0377,121.667,3,Balanced
Long Time Sunshine,['Weezer'],34,0.366,0.319,0.341,0,3,0.118,-8.517999999999999,0.0271,135.775,3,Balanced
Why Bother?,['Weezer'],35,0.539,0.596,0.967,0,3,0.159,-2.971,0.0689,140.31799999999998,4,Energetic
Trenchtown Rock,['Sublime'],33,0.823,0.7659999999999999,0.3720000000000001,0,6,0.122,-11.545,0.28,159.928,0,Party
Goodnight Sweetheart,['David Kersh'],34,0.491,0.352,0.442,0,9,0.116,-9.551,0.026,154.686,4,Energetic
The Legend Of Bonnie And Clyde,['Merle Haggard & The Strangers'],32,0.732,0.759,0.56,0,3,0.421,-11.209,0.0454,119.266,0,Party
...And We Thought That Nation-States Were a Bad Idea,['Propagandhi'],37,0.436,0.643,0.866,0,10,0.101,-7.63,0.0673,95.725,1,Workout
Acony Bell,['Gillian Welch'],32,0.522,0.399,0.256,0,7,0.0919,-13.159,0.0321,146.24,3,Balanced
You,['Monifah'],31,0.626,0.49,0.547,0,8,0.19,-5.567,0.0688,76.066,1,Workout
Don't Put Me Out,['R. Kelly'],34,0.813,0.616,0.325,0,9,0.287,-7.795,0.0784,127.564,0,Party
I'll Always Be Right There,['Bryan Adams'],46,0.507,0.422,0.214,0,9,0.139,-11.663,0.0298,73.862,3,Balanced
Fast Canoe,['Polvo'],35,0.55,0.3229999999999999,0.601,0,11,0.296,-10.245,0.0471,93.407,3,Balanced
Ça Plane Pour Moi,['The Presidents Of The United States Of America'],42,0.505,0.7090000000000001,0.789,0,1,0.485,-8.392999999999999,0.028,93.783,0,Party
Tundra/Desert,['Modest Mouse'],33,0.313,0.173,0.853,0,7,0.583,-7.862999999999999,0.1669999999999999,123.824,1,Workout
Cornish Acid,['Aphex Twin'],38,0.758,0.377,0.942,0,1,0.375,-6.388999999999999,0.0916,139.838,1,Workout
"Die, Die My Darling - Fox Studio 1983",['Misfits'],36,0.291,0.503,0.939,0,11,0.124,-7.686,0.0532,172.238,4,Energetic
Been There Done That,['Dr. Dre'],36,0.494,0.534,0.7240000000000001,0,6,0.0344,-3.918,0.329,86.24,1,Workout
Wildflower,['Ghostface Killah'],34,0.7070000000000001,0.768,0.763,1,7,0.145,-8.067,0.414,92.932,0,Party
The Yodeling Ghost - Single Version,"['Bing Crosby', 'The Andrews Sisters']",36,0.626,0.5579999999999999,0.111,0,2,0.508,-14.986,0.0478,100.731,3,Balanced
Where Were You When I Was Falling In Love,['Lobo'],40,0.747,0.8640000000000001,0.56,0,7,0.0511,-10.671,0.0321,112.058,0,Party
Let's All Get High (feat. Krayzie Bone),"['Da Brat', 'Krayzie Bone']",36,0.7829999999999999,0.644,0.6829999999999999,0,0,0.139,-8.718,0.215,87.954,0,Party
El Baile De Los Que Sobran,['Los Prisioneros'],33,0.807,0.56,0.693,0,0,0.113,-9.344,0.0623,118.098,0,Party
Rag Mop,['Lionel Hampton'],40,0.715,0.889,0.341,0,0,0.123,-11.612,0.0439,94.602,0,Party
No Te Perdono,['Grupo Pegasso'],35,0.486,0.899,0.789,0,2,0.179,-6.371,0.0446,95.266,0,Party
5 Yr. Plan,['H2O'],39,0.504,0.595,0.7909999999999999,0,4,0.332,-6.731,0.0505,123.578,1,Workout
正月‧梅花~花神壽陽公主,"['楊秀蘭', '歐陽謙']",40,0.368,0.144,0.199,0,2,0.108,-15.368,0.0341,96.097,2,Chill
Egoísmo,['Julio Miranda'],48,0.59,0.88,0.6759999999999999,0,7,0.0738,-6.194,0.0381,88.59700000000002,0,Party
Hedonism (Just Because You Feel Good),['Skunk Anansie'],33,0.563,0.312,0.536,1,10,0.1639999999999999,-9.488,0.0286,81.094,3,Balanced
My Heart Can't Tell Me No,['Rod Stewart'],44,0.59,0.444,0.669,0,4,0.127,-9.575,0.0257,91.471,1,Workout
Thief,['Third Day'],33,0.319,0.212,0.337,0,10,0.098,-10.947,0.0287,136.761,3,Balanced
What Child Is This?,['Vanessa Williams'],33,0.5670000000000001,0.371,0.295,0,0,0.056,-13.467,0.0331,122.667,3,Balanced
9th At Pine,['Less Than Jake'],34,0.379,0.298,0.976,0,3,0.108,-4.971,0.189,135.928,1,Workout
What You Want for Christmas,"[""Quad City DJ's, The 69 Boyz and K-Nock""]",33,0.799,0.738,0.823,0,6,0.328,-8.918,0.0466,131.974,0,Party
如果雲知道,['Valen Hsu'],45,0.286,0.157,0.252,0,9,0.122,-11.765999999999998,0.0353,171.50799999999995,4,Energetic
Time To Say Goodbye,"['Sarah Brightman', 'Andrea Bocelli']",44,0.237,0.391,0.476,0,7,0.0962,-6.96,0.0326,105.54,1,Workout
Cut-Throat,['Sepultura'],42,0.425,0.258,0.958,1,11,0.101,-6.184,0.118,99.672,1,Workout
Love For Sale,"['Lionel Hampton', 'Oscar Peterson']",39,0.6679999999999999,0.516,0.238,0,6,0.0859,-17.534000000000002,0.0429,114.745,3,Balanced
Where Do You Go,['No Mercy'],39,0.7290000000000001,0.962,0.816,0,10,0.0866,-11.018,0.032,127.053,0,Party
Amanecí Contigo,['Hildemaro'],47,0.804,0.961,0.768,0,5,0.106,-5.178999999999999,0.036,95.565,0,Party
Section,['The Roots'],37,0.767,0.563,0.463,1,9,0.0875,-5.912999999999999,0.345,93.678,0,Party
Dame,['Luis Miguel'],48,0.73,0.693,0.654,0,11,0.0796,-8.334,0.0439,97.975,0,Party
Un día sin tí (Spending My Time),['Roxette'],52,0.425,0.248,0.455,0,4,0.214,-9.682,0.0256,170.457,4,Energetic
Caramel,['Suzanne Vega'],42,0.665,0.338,0.157,0,7,0.0989,-16.024,0.0363,120.081,3,Balanced
Album Intro,['Nas'],38,0.488,0.419,0.578,1,10,0.413,-9.791,0.269,75.105,3,Balanced
Vanishing Cream,['The Hunger'],33,0.333,0.745,0.856,0,11,0.373,-5.526,0.0495,101.994,1,Workout
Ho Ho Ho And A Bottle Of Rhum,['Jimmy Buffett'],33,0.8490000000000001,0.858,0.818,0,5,0.0417,-6.9670000000000005,0.0553,120.406,0,Party
Paegen Love Song,['Acid Bath'],34,0.3,0.247,0.83,0,1,0.117,-12.414,0.0588,142.468,1,Workout
Angel Dream (No. 2),['Tom Petty and the Heartbreakers'],34,0.362,0.265,0.233,0,4,0.115,-15.518,0.0295,80.154,2,Chill
Iron Man,['The Cardigans'],40,0.578,0.629,0.382,0,5,0.12,-9.024,0.0295,137.491,3,Balanced
El Bodeguero,['Los Socios Del Ritmo'],40,0.784,0.949,0.379,0,7,0.0938,-14.319,0.0526,116.95,0,Party
A White Sport Coat (And a Pink Carnation) (with Ray Conniff),"['Marty Robbins', 'Ray Conniff']",34,0.6409999999999999,0.723,0.583,0,2,0.095,-10.497,0.029,114.602,0,Party
Recordando A Maria,['El As De La Sierra'],34,0.657,0.865,0.544,0,5,0.0918,-7.29,0.0356,80.938,0,Party
El Ronquidito,['Grupo Pegasso'],35,0.716,0.836,0.6779999999999999,0,2,0.114,-7.436,0.102,92.967,0,Party
Saw Red - Acoustic Version,['Sublime'],33,0.607,0.606,0.163,0,2,0.292,-12.389,0.0522,127.365,3,Balanced
Rotterdam (Or Anywhere),['The Beautiful South'],59,0.7240000000000001,0.525,0.585,0,0,0.139,-7.68,0.0312,108.114,0,Party
A Man This Lonely,['Brooks & Dunn'],33,0.5870000000000001,0.326,0.5379999999999999,0,4,0.0806,-6.86,0.0247,92.17,1,Workout
The Urban Theme,['Maxwell'],38,0.8079999999999999,0.825,0.715,0,1,0.357,-7.4,0.0692,100.034,0,Party
La Traicionera,['Los Temerarios'],35,0.557,0.8340000000000001,0.552,0,1,0.19,-7.978,0.0267,94.194,0,Party
Wear My Hat - 2016 Remaster,['Phil Collins'],45,0.685,0.88,0.8190000000000001,0,1,0.0488,-6.509,0.0471,139.697,0,Party
Asi Como Hoy,['Marc Anthony'],46,0.586,0.64,0.583,0,7,0.0957,-11.042,0.0465,73.982,3,Balanced
Awesome God,['Rich Mullins'],31,0.4320000000000001,0.491,0.547,0,6,0.198,-8.854,0.0322,73.055,3,Balanced
Disco Devil,"['Lee ""Scratch"" Perry']",43,0.682,0.516,0.726,0,0,0.386,-8.754,0.261,77.866,0,Party
Astro Zombies - Reel Platinum 1986,"['Misfits', 'Glenn Danzig']",34,0.421,0.302,0.962,0,0,0.216,-7.18,0.0661,110.725,1,Workout
Bear Witness,['Dr. Octagon'],31,0.733,0.631,0.8909999999999999,0,7,0.0663,-9.459,0.18,91.125,0,Party
Cupido enamorado,['Jorge Dominguez y su Grupo Super Class'],39,0.731,0.96,0.5920000000000001,0,5,0.29,-9.125,0.0381,105.085,0,Party
Jesus Lover of My Soul - Live,"['Hillsong Worship', ""Integrity's Hosanna! Music"", 'Darlene Zschech']",42,0.476,0.199,0.396,0,0,0.6579999999999999,-10.916,0.026,72.157,3,Balanced
The Best Man I Can Be,"['Ginuwine', 'R.L.', 'Tyrese', 'Case']",38,0.662,0.305,0.536,0,0,0.0937,-7.715,0.0662,111.86,3,Balanced
Make Everyone Happy/Mechanical Birds,['Modest Mouse'],32,0.38,0.448,0.65,0,7,0.619,-8.001,0.0332,142.958,4,Energetic
On a Good Night,['Wade Hayes'],33,0.622,0.934,0.8390000000000001,0,7,0.152,-6.4170000000000025,0.0334,75.19800000000002,0,Party
So Special,['Dru Hill'],31,0.721,0.581,0.684,0,1,0.0545,-8.068,0.0312,123.871,0,Party
Rock 'N' Roll All Nite - Live,['KISS'],49,0.613,0.546,0.988,0,8,0.98,-5.023,0.0841,137.429,1,Workout
Nunca Pense Llorar,['Rossy War y Su Banda Kaliente'],45,0.852,0.939,0.7070000000000001,0,10,0.0517,-5.557,0.0307,104.995,0,Party
Almost Goodbye,['Mark Chesnutt'],31,0.626,0.232,0.381,0,0,0.444,-13.95,0.0291,132.356,3,Balanced
Redneck 12 Days of Christmas,['Jeff Foxworthy'],32,0.711,0.737,0.589,0,7,0.32,-7.6389999999999985,0.124,132.828,0,Party
Pose Off,['Red Fox & Screechie Dan'],38,0.865,0.866,0.62,0,0,0.17,-11.244000000000002,0.125,92.98,0,Party
Head South,['Modest Mouse'],32,0.413,0.52,0.91,0,0,0.386,-6.662000000000001,0.084,97.283,1,Workout
Tha Muthaphukkin Real (feat. MC Ren),"['Eazy-E', 'MC Ren']",33,0.715,0.342,0.464,1,8,0.341,-9.4,0.0466,139.92700000000002,3,Balanced
Mi Destino Fue Quererte,['Conjunto Primavera'],34,0.728,0.895,0.828,0,10,0.147,-7.2120000000000015,0.0396,121.361,0,Party
Ven Devórame Otra Vez,['Mazz'],33,0.5579999999999999,0.67,0.591,0,9,0.0896,-10.996,0.0289,106.347,0,Party
Mario Takes A Walk,['Jesse Cook'],38,0.708,0.64,0.8140000000000001,0,4,0.122,-10.852,0.0405,105.146,0,Party
When I Fall - Live,['Barenaked Ladies'],33,0.31,0.1689999999999999,0.404,0,4,0.96,-10.640999999999998,0.0396,178.175,4,Energetic
Reach (NBC Olympic Version),['Gloria Estefan'],31,0.451,0.435,0.8320000000000001,0,5,0.0722,-5.371,0.0429,156.10399999999996,4,Energetic
Skating,['George Winston'],32,0.347,0.5489999999999999,0.476,0,0,0.113,-13.929,0.0316,100.165,3,Balanced
The Awakening,['Les Claypool And The Holy Mackerel'],32,0.525,0.5539999999999999,0.693,0,9,0.134,-13.095,0.0414,121.924,3,Balanced
Donald Where's Your Trousers,['The Irish Rovers'],39,0.735,0.843,0.6659999999999999,0,7,0.0924,-9.64,0.0873,104.026,0,Party
Deep Peace (Choral Version),['Bill Douglas'],39,0.194,0.0421,0.1369999999999999,0,3,0.105,-19.413,0.0389,130.842,2,Chill
What Do I Have to Do?,['Stabbing Westward'],32,0.3720000000000001,0.0515,0.494,0,1,0.115,-10.493,0.0489,172.69799999999995,4,Energetic
Mueve Mueve - I Like to Move It,['Sandy & Papo'],46,0.901,0.941,0.732,0,8,0.0289,-12.316,0.0444,131.87,0,Party
Camay (feat. Raekwon & Cappadonna),"['Ghostface Killah', 'Raekwon', 'Cappadonna']",34,0.708,0.469,0.61,1,10,0.21,-8.45,0.3670000000000001,89.141,0,Party
Leave,['R.E.M.'],44,0.408,0.221,0.841,0,10,0.123,-5.881,0.0396,94.247,1,Workout
Hoy Que Pienso Tanto en Ti,"['Lola Beltrán', 'Amalia Mendoza', 'Lucha Villa', 'Juan Gabriel', 'Vicente Fernández', 'Las Hermanas Padilla', 'Las Jilguerillas', 'El Piporro', 'La Prieta Linda']",39,0.726,0.889,0.4,0,7,0.0622,-8.355,0.0383,111.274,0,Party
Gotta Buy Your Dope From Us,"['B-Legit', 'Little Bruce', 'C-Bo']",32,0.937,0.716,0.674,0,6,0.284,-3.814,0.251,97.006,0,Party
Paloma Blanca,['Mi Banda El Mexicano'],38,0.8029999999999999,0.971,0.736,0,5,0.475,-7.744,0.0302,137.063,0,Party
"G.O.D., Pt. III",['Mobb Deep'],37,0.7190000000000001,0.467,0.847,1,9,0.13,-6.7010000000000005,0.474,91.068,0,Party
Elmer's Tune - 2002 Remastered,['Glenn Miller'],37,0.5329999999999999,0.4370000000000001,0.143,0,9,0.5870000000000001,-11.535,0.0348,109.008,3,Balanced
On Silent Wings,['Tina Turner'],30,0.519,0.518,0.581,0,2,0.0613,-6.9,0.0337,115.851,1,Workout
Reunion,['Maxwell'],35,0.552,0.299,0.382,0,6,0.0723,-10.454,0.0411,78.163,3,Balanced
April Showers,['Dru Hill'],31,0.364,0.148,0.475,0,5,0.101,-10.423,0.0408,130.184,3,Balanced
Helping Me Get Over You,['Travis Tritt'],34,0.518,0.396,0.352,0,10,0.13,-9.089,0.0261,76.984,3,Balanced
Te lo pido por favor,['Chicos de Barrio'],42,0.5710000000000001,0.908,0.475,0,10,0.0853,-9.639,0.0509,199.62,4,Energetic
Get Lucky,['Heatmiser'],35,0.614,0.627,0.613,0,7,0.126,-7.31,0.0326,95.684,0,Party
The Foundation,['Xzibit'],41,0.7120000000000001,0.345,0.5489999999999999,0,2,0.109,-9.665,0.188,95.758,3,Balanced
Ni Tu Ni Yo,['Sergio Vargas'],45,0.755,0.753,0.889,0,10,0.274,-5.803999999999999,0.0505,135.289,0,Party
The Pressure,['A Tribe Called Quest'],37,0.882,0.812,0.438,0,1,0.119,-9.691,0.377,94.549,0,Party
S.R.V.,['Eric Johnson'],39,0.598,0.626,0.64,0,4,0.0892,-12.32,0.0325,130.542,0,Party
Yes I'm Ready,"['Teri DeSario', 'KC & The Sunshine Band']",31,0.664,0.5820000000000001,0.358,0,5,0.0647,-15.493,0.0259,106.186,3,Balanced
Moon Over Georgia,['Shenandoah'],31,0.6459999999999999,0.369,0.455,0,9,0.113,-9.813,0.0246,90.183,3,Balanced
Something - Anthology 3 Version,['The Beatles'],39,0.444,0.1689999999999999,0.204,0,9,0.0964,-12.049,0.0286,140.289,3,Balanced
La Muerte del Palomo,['Juan Gabriel'],41,0.275,0.59,0.433,0,0,0.189,-8.838,0.03,207.24,4,Energetic
Novocain Stain,['Modest Mouse'],32,0.39,0.458,0.816,0,7,0.0928,-8.672,0.0354,97.387,1,Workout
Do You Hear What I Hear / The Little Drummer Boy,['Vanessa Williams'],33,0.563,0.25,0.469,0,11,0.0482,-9.362,0.0352,165.762,4,Energetic
Redemption Day,['Sheryl Crow'],32,0.664,0.49,0.532,0,6,0.102,-10.186,0.0259,93.001,3,Balanced
Napalm Brain / Scatter Brain - Medley,['DJ Shadow'],38,0.674,0.385,0.737,0,8,0.32,-8.21,0.064,146.389,4,Energetic
Lemon Parade,['Tonic'],34,0.518,0.472,0.613,0,4,0.109,-9.613,0.0297,77.665,1,Workout
